seq_id	clans	has_samases	has_ocrs	has_stpks	has_T3p0.6	has_T7p0.4	has_T7p0.6B	has_T3p0.65	has_T7p0.6A	has_T7p0.5	has_adgs	has_htgs
MGV-GENOME-0341880	frozenset({'859_mono', '37_clan', '1_clan, 6_clan, 9_clan', '233_pair', '1238_mono', '1114_mono', 'outlier: 43_clan', '2066_mono', '65_clan', '1540_mono', '472_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0341937	frozenset({'2417_mono', '2739_mono', '1_clan, 6_clan, 9_clan', '773_mono', '2338_mono', '1476_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0343445	frozenset({'57_clan', '520_mono', '120_clan', '1_clan, 6_clan, 9_clan', '1241_mono', '445_mono', '2447_mono', '2096_mono', '146_clan', '37_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0344288	frozenset({'6_clan, 9_clan', '2031_mono', '950_mono', '2263_mono', '1_clan, 9_clan', '1170_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0345939	frozenset({'1028_mono', '2272_mono', 'outlier: outlier: 40_clan', 'outlier: 40_clan', '2512_mono', '39_clan', '6_clan, 9_clan', '912_mono', '1232_mono', 'outlier: 39_clan', '39_clan, 40_clan', '939_mono', '1_clan, 9_clan', '40_clan', '74_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346068	frozenset({'543_mono', '1054_mono', '1053_mono', '6_clan, 9_clan', '1757_mono', '107_clan', '243_pair', '190_clan', '680_mono', '2705_mono', '822_mono', '2734_mono', '1923_mono', '1_clan, 9_clan', '2283_mono', '1209_mono', '387_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346098	frozenset({'1714_mono', '2046_mono', '6_clan, 9_clan', '2720_mono', '274_pair', '729_mono', '677_mono', '980_mono', '1_clan, 9_clan', '1972_mono', '435_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346132	frozenset({'1713_mono', '1_clan, 6_clan, 9_clan', '320_pair', '1703_mono', '2265_mono', '880_mono', '2216_mono', '974_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346327	frozenset({'1587_mono', '6_clan, 9_clan', '590_mono', '1_clan, 9_clan', '564_mono', '1356_mono', '74_clan', '2662_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346511	frozenset({'1054_mono', '6_clan, 9_clan', '107_clan', '243_pair', '794_mono', '190_clan', '2705_mono', '975_mono', '2687_mono', '887_mono', '2091_mono', '19_clan', '1_clan, 9_clan', '1209_mono', '2507_mono', '387_pair', '2371_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346808	frozenset({'2302_mono', '1714_mono', '2046_mono', '6_clan, 9_clan', '2720_mono', '274_pair', '2668_mono', '980_mono', '2339_mono', '1_clan, 9_clan', '1972_mono', '1980_mono', '435_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346822	frozenset({'1028_mono', '2272_mono', '6_clan, 9_clan', '2512_mono', 'outlier: outlier: 40_clan', '39_clan', 'outlier: 40_clan', '912_mono', '1232_mono', 'outlier: 39_clan', '1960_mono', '19_clan', '1_clan, 9_clan', '40_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0346851	frozenset({'6_clan, 9_clan', '274_pair', '689_mono', '1021_mono', '1451_mono', '1271_mono', '561_mono', '195_clan', '980_mono', '1_clan, 9_clan', '2079_mono', '958_mono', '1980_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347087	frozenset({'1442_mono', '1054_mono', '1053_mono', '6_clan, 9_clan', '1757_mono', '1_clan, 9_clan', '243_pair', '190_clan', '975_mono', '699_mono', '822_mono', '2734_mono', '2705_mono', '1209_mono', '1322_mono', '387_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347339	frozenset({'1054_mono', '1053_mono', '107_clan', '6_clan, 9_clan', '1757_mono', '243_pair', '1_clan, 9_clan', '680_mono', '190_clan', '975_mono', '822_mono', '2734_mono', '2705_mono', '2283_mono', '1209_mono', '387_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347430	frozenset({'2272_mono', '6_clan, 9_clan', '1_clan, 9_clan', '2283_mono', '2056_mono', '40_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347657	frozenset({'6_clan, 9_clan', '1787_mono', '2112_mono', '1196_mono', '2379_mono', '2067_mono', '2017_mono', '680_mono', '1273_mono', '1957_mono', '1121_mono', '546_mono', '1733_mono', '1_clan, 9_clan', '942_mono', '2397_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347705	frozenset({'2046_mono', '274_pair', '2720_mono', '311_pair', '6_clan, 9_clan', '677_mono', '980_mono', '2247_mono', '1_clan, 9_clan', '1773_mono', '1972_mono', '435_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0347797	frozenset({'1898_mono', '947_mono', '1430_mono', '6_clan, 9_clan', '164_clan', '1367_mono', '109_clan', '1_clan, 9_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0348288	frozenset({'1285_mono', '325_pair', '2806_mono', '6_clan, 9_clan', '455_mono', '1127_mono', '2454_mono', '239_pair', '55_clan', '2318_mono', '2377_mono', '1819_mono', '1_clan, 9_clan', '393_pair', '1314_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0348541	frozenset({'1053_mono', '6_clan, 9_clan', '2307_mono', '2798_mono', '2477_mono', '1306_mono', '1907_mono', '2088_mono', '2729_mono', '2331_mono', '540_mono', '1324_mono', '2065_mono', '1_clan, 9_clan', '1677_mono', '393_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0348616	frozenset({'325_pair', '2806_mono', '6_clan, 9_clan', '455_mono', '1127_mono', '2454_mono', '1907_mono', '55_clan', '2318_mono', '2377_mono', '2634_mono', '2095_mono', '1_clan, 9_clan', '393_pair', '2749_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0348822	frozenset({'2349_mono', '2765_mono', '325_pair', '2806_mono', '6_clan, 9_clan', '455_mono', '1127_mono', '2454_mono', '1907_mono', '55_clan', '2318_mono', '2377_mono', '1_clan, 9_clan', '393_pair', 'outlier: 45_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0349022	frozenset({'325_pair', '2806_mono', '6_clan, 9_clan', '455_mono', '1127_mono', '2024_mono', '239_pair', '2454_mono', '1458_mono', '55_clan', '2318_mono', '2377_mono', '1_clan, 9_clan', '393_pair', '1819_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0349195	frozenset({'2349_mono', '2806_mono', '325_pair', '6_clan, 9_clan', '455_mono', '1_clan, 9_clan', '1127_mono', '239_pair', '1907_mono', '55_clan', '2318_mono', '2377_mono', '2095_mono', '393_pair', '2454_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0349225	frozenset({'2349_mono', '2806_mono', '325_pair', '6_clan, 9_clan', '951_mono', '455_mono', '1127_mono', '1_clan, 9_clan', '1907_mono', '55_clan', '2318_mono', '2377_mono', '393_pair', '2454_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0349583	frozenset({'2765_mono', '2806_mono', '325_pair', '6_clan, 9_clan', '455_mono', '1_clan, 9_clan', '1127_mono', '239_pair', '55_clan', '2318_mono', '2377_mono', '2095_mono', '393_pair', '2454_mono', '1314_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0350217	frozenset({'1898_mono', '947_mono', '6_clan, 9_clan', '164_clan', '1367_mono', '575_mono', '1_clan, 9_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0353062	frozenset({'296_pair', '2557_mono', '6_clan, 9_clan', '105_clan', '2727_mono', '1203_mono', '1044_mono', '420_pair', '536_mono', '2047_mono', 'outlier: 74_clan', '1_clan, 9_clan', '124_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0354815	frozenset({'216_pair', '863_mono', '114_clan, 198_clan', '1_clan, 6_clan, 9_clan', '395_pair', '81_clan', '36_clan', '981_mono', '200_pair'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-0369781	frozenset({'118_clan', '90_clan', '1853_mono', '1_clan, 6_clan, 9_clan', '174_clan', '144_clan', '50_clan', '72_clan', '1628_mono', '37_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4419508	frozenset({'12_clan', '13_clan', '795_mono', '1_clan, 6_clan, 9_clan', '132_clan', '142_clan', 'outlier: 16_clan', '32_clan, 142_clan', '16_clan', '86_clan', '2545_mono'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4419570	frozenset({'12_clan', '32_clan, 142_clan', '132_clan', 'outlier: 16_clan', '1_clan, 6_clan, 9_clan', '16_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4420218	frozenset({'12_clan', '795_mono', '1_clan, 6_clan, 9_clan', '132_clan', '142_clan', '16_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4420286	frozenset({'12_clan', '795_mono', '32_clan, 142_clan', '132_clan', 'outlier: 16_clan', '142_clan', '1_clan, 6_clan, 9_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4421240	frozenset({'2390_mono', '62_clan', '57_clan', '1362_mono', '1542_mono', '1_clan, 6_clan, 9_clan', '2496_mono', '2287_mono', '978_mono', '1945_mono', '87_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4427816	frozenset({'1523_mono', '1_clan, 6_clan, 9_clan', '999_mono', '489_mono', '144_clan', '344_pair', '50_clan', '1133_mono', '37_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4430699	frozenset({'1224_mono', '1046_mono', '512_mono', '1989_mono', '2117_mono', '1410_mono', '819_mono', '6_clan, 9_clan', '2009_mono', '1226_mono', '1_clan, 9_clan', '2459_mono', '74_clan'})	False	False	False	False	False	False	False	False	False	False	False
MGV-GENOME-4430969	frozenset({'1028_mono', '2272_mono', '6_clan, 9_clan', '2512_mono', 'outlier: outlier: 40_clan', '39_clan', 'outlier: 40_clan', '912_mono', '1232_mono', 'outlier: 39_clan', '39_clan, 40_clan', '939_mono', '1_clan, 9_clan', '2056_mono', '40_clan'})	False	False	False	False	False	False	False	False	False	False	False
MH179478.2	frozenset({'2181_mono', '2376_mono', '1_clan, 6_clan, 9_clan', '166_clan', '78_clan', '154_clan', '54_clan', '182_clan', '52_clan', '123_clan'})	True	False	False	False	False	False	False	False	False	True	False
MH579717.1	frozenset({'23_clan', '2805_mono', '1_clan, 6_clan, 9_clan', '1710_mono', '948_mono', '2_clan', '837_mono', '148_clan', '2406_mono', '2052_mono', '803_mono', '44_clan', '865_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598798.1	frozenset({'1359_mono', '23_clan', '473_mono', '2805_mono', '1_clan, 6_clan, 9_clan', '2089_mono', '694_mono', '2374_mono', '313_pair', '948_mono', '2_clan', '148_clan', '691_mono', '1619_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598800.1	frozenset({'206_pair', '2581_mono', '1199_mono', '2381_mono', '1_clan, 6_clan, 9_clan', '1881_mono', '2617_mono', '313_pair', '948_mono', '2233_mono', '1908_mono', '2505_mono', '2738_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598801.1	frozenset({'1083_mono', '23_clan', '541_mono', '1_clan, 6_clan, 9_clan', '1211_mono', '352_pair', '2386_mono', '2_clan', '2219_mono', '2656_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598802.1	frozenset({'523_mono', '23_clan', '230_pair', '2805_mono', '1_clan, 6_clan, 9_clan', '771_mono', '91_clan', '694_mono', '313_pair', '2_clan', '148_clan', '44_clan', '691_mono', '837_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598803.1	frozenset({'2010_mono', '1144_mono', '23_clan', '2805_mono', '625_mono', '1295_mono', '1648_mono', '1_clan, 6_clan, 9_clan', '694_mono', '313_pair', '948_mono', '2_clan', '837_mono', '2804_mono', '148_clan', '691_mono', '1229_mono', '2249_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598804.1	frozenset({'2563_mono', '23_clan', '2805_mono', '2567_mono', '1_clan, 6_clan, 9_clan', '2089_mono', '1547_mono', '1486_mono', '2_clan', '2804_mono', '2754_mono', '148_clan'})	False	False	False	False	False	False	False	False	False	False	False
MH598805.1	frozenset({'2050_mono', '1277_mono', '23_clan', '230_pair', '1954_mono', '2805_mono', '582_mono', '1_clan, 6_clan, 9_clan', '642_mono', '352_pair', '2_clan', '2052_mono', '1389_mono', '2717_mono', '44_clan'})	False	False	False	False	False	False	False	False	False	False	False
MH598806.1	frozenset({'877_mono', '2333_mono', '1083_mono', '23_clan', '1286_mono', '541_mono', '1_clan, 6_clan, 9_clan', '1211_mono', '352_pair', '2386_mono', '2_clan', '500_mono', '2219_mono', '2656_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH598807.1	frozenset({'23_clan', '1723_mono', '2805_mono', '547_mono', '1_clan, 6_clan, 9_clan', '353_pair', '106_clan', '948_mono', '2_clan', '2754_mono', '401_pair', '1775_mono'})	False	False	False	False	False	False	False	False	False	False	False
MH807816.1	frozenset({'3_clan', '1276_mono', '14_clan', '95_clan', '354_pair', '1_clan, 6_clan, 9_clan', '409_pair', '19_clan', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MH807819.1	frozenset({'3_clan', '1276_mono', '14_clan', '95_clan', '88_clan', '354_pair', '409_pair', '1_clan, 6_clan, 9_clan', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK089780.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '351_pair', '2385_mono', '558_mono', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK095201.1	frozenset({'3_clan', '1276_mono', '14_clan', '95_clan', '354_pair', '1_clan, 6_clan, 9_clan', '409_pair', '19_clan', '5_clan', '228_pair', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK135468.1	frozenset({'3_clan', '1423_mono', '1327_mono', '14_clan', '88_clan', '1_clan, 6_clan, 9_clan', '122_clan', '46_clan', '19_clan', '5_clan', '82_clan', '103_clan', '93_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK257719.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '2385_mono', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK257720.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '2385_mono', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK257722.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '30_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK257723.1	frozenset({'1351_mono', '14_clan', '1_clan, 6_clan, 9_clan', '734_mono', '558_mono', '19_clan', '30_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK290739.2	frozenset({'22_clan, 25_clan, 52_clan', '2355_mono', '13_clan', '1_clan, 6_clan, 9_clan', '22_clan', '15_clan', '97_clan', '4_clan, 8_clan', '2172_mono', '1420_mono', '2113_mono'})	True	False	False	True	False	False	False	False	False	True	True
MK373771.1	frozenset({'285_pair', '1531_mono', '1_clan', '162_clan', '33_clan', '66_clan', '397_pair', '150_clan', '749_mono'})	False	True	False	False	False	False	False	False	False	True	False
MK380014.1	frozenset({'285_pair', '151_clan', '1129_mono', '1_clan', '414_pair', '33_clan', '66_clan', '397_pair', '355_pair', '150_clan', '134_clan'})	False	True	False	False	False	False	False	False	False	True	False
MK380015.1	frozenset({'22_clan, 25_clan, 52_clan', 'outlier: 79_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
MK380016.1	frozenset({'22_clan, 25_clan, 52_clan', '2043_mono', 'outlier: 79_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
MK455769.1	frozenset({'285_pair', '1_clan', '800_mono', '2611_mono', '1481_mono', '52_clan'})	True	False	False	False	False	False	False	False	False	True	False
MK455770.1	frozenset({'52_clan', '285_pair', '1_clan', '800_mono', '1481_mono', '1967_mono'})	True	False	False	False	False	False	False	False	False	True	False
MK521905.1	frozenset({'1_clan, 6_clan, 9_clan', '33_clan', '18_clan', '15_clan', '79_clan', '4_clan, 8_clan'})	False	True	False	True	False	False	True	False	False	True	True
MK608335.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '79_clan', '179_clan', '2469_mono', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
MK610268.1	frozenset({'2002_mono', '1_clan, 6_clan, 9_clan', '33_clan', '15_clan', '21_clan', '68_clan', '63_clan'})	False	True	False	True	False	False	False	False	False	True	True
MK693005.1	frozenset({'1327_mono', '14_clan', '12_clan', '1_clan, 6_clan, 9_clan', '122_clan', '46_clan', '10_clan', '80_clan', '19_clan', '5_clan', '82_clan', '103_clan', '93_clan', '1745_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK820013.2	frozenset({'285_pair', '171_clan', '1_clan', '251_pair', '8_clan', '2548_mono', '305_pair', '2682_mono', '1719_mono', '1543_mono', '52_clan'})	True	False	True	False	False	False	False	False	False	True	True
MK838107.1	frozenset({'338_pair', '14_clan', '95_clan', '88_clan', '1_clan, 6_clan, 9_clan', '297_pair', '5_clan', '38_clan', '133_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK892485.1	frozenset({'378_pair', '700_mono', '2208_mono', '1875_mono', '1_clan, 6_clan, 9_clan', '1047_mono', '377_pair', '856_mono', '944_mono', '2_clan', '906_mono', '1052_mono', '464_mono', '2041_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892536.1	frozenset({'1122_mono', '1_clan', 'outlier, outlier: 1_clan', '2679_mono', '1024_mono', '2_clan', '2360_mono', '1505_mono', '643_mono', '605_mono', '2401_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892555.1	frozenset({'2522_mono', '896_mono', '1650_mono', '1586_mono', '828_mono', '13_clan', '1_clan, 6_clan, 9_clan', '2811_mono', '1326_mono', '655_mono', '2808_mono', '429_pair', '2445_mono', '2267_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892596.1	frozenset({'1572_mono', '1_clan', '1230_mono', '992_mono', '1986_mono', '1308_mono', '1584_mono', '2591_mono', '2709_mono', '1227_mono', '1449_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892642.1	frozenset({'673_mono', '421_pair', '2129_mono', '1_clan, 6_clan, 9_clan', '1257_mono', '753_mono', '1964_mono', '1428_mono', '2_clan', '2479_mono', '1128_mono', '882_mono', '1673_mono', '1382_mono', '785_mono', '429_pair', '808_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892693.1	frozenset({'745_mono', '23_clan', '1298_mono', '1741_mono', '1_clan, 6_clan, 9_clan', '1554_mono', '377_pair', '1091_mono', '2_clan', '2487_mono', '501_mono', '2736_mono', '1025_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892698.1	frozenset({'1525_mono', '1_clan, 6_clan, 9_clan', '1897_mono', '2438_mono', '1692_mono', '312_pair', '1455_mono', '1655_mono', '2_clan', '429_pair', '2590_mono', '1909_mono', '1509_mono', '791_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892710.1	frozenset({'14_clan', '1821_mono', 'bridge: 26_clan, 26_clan', '1_clan, 6_clan, 9_clan', '2206_mono', '462_mono', '30_clan', '5_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK892717.1	frozenset({'188_clan', '421_pair', '463_mono', '1_clan, 6_clan, 9_clan', '530_mono', '1344_mono', '2466_mono', '603_mono', '1753_mono', '2_clan', '2217_mono', 'bridge: 2_clan, 2_clan, 2_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK892718.1	frozenset({'outlier: 38_clan', '961_mono', '698_mono', '1480_mono', '664_mono', '1_clan, 6_clan, 9_clan', '775_mono', '1793_mono', '2485_mono', '2530_mono', '2_clan', '519_mono', '1535_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892734.1	frozenset({'1235_mono', '516_mono', '2_clan', '1_clan, 6_clan, 9_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK892742.1	frozenset({'2382_mono', '1443_mono', '1_clan, 6_clan, 9_clan', '2000_mono', '2054_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892774.1	frozenset({'688_mono', '777_mono', '1019_mono', '1658_mono', '1_clan, 6_clan, 9_clan', '1549_mono', '1792_mono', '2_clan', '2360_mono', '643_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892825.1	frozenset({'1_clan', '13_clan', '177_clan', '316_pair', '970_mono', '682_mono', '2234_mono', '1918_mono', '2340_mono', '1668_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK892856.1	frozenset({'1926_mono', '2490_mono', '903_mono', '1237_mono', '1617_mono', '2044_mono', '1374_mono', '42_clan, 49_clan', '1077_mono', '1393_mono', '908_mono', '2722_mono', '592_mono', '1_clan, 9_clan', '888_mono', '271_pair'})	False	False	False	False	False	False	False	False	False	False	False
MK892864.1	frozenset({'1715_mono', '137_clan', '1016_mono', '2268_mono', '219_pair', '1_clan, 6_clan, 9_clan', '2484_mono', '2562_mono', '2415_mono', '484_mono', '366_pair', '2110_mono', '2299_mono', '725_mono'})	False	False	False	False	False	False	False	False	False	False	False
MK903277.1	frozenset({'839_mono', '22_clan, 25_clan, 52_clan', '8_clan', '1_clan, 6_clan, 9_clan', '15_clan', '68_clan', '63_clan'})	True	False	True	True	False	False	False	False	False	True	True
MK903278.1	frozenset({'3_clan', '172_clan', '14_clan', '428_pair', '1_clan, 6_clan, 9_clan', '1246_mono', '518_mono', '2499_mono', '2785_mono', '5_clan', '26_clan', '270_pair'})	False	False	False	False	False	False	False	False	False	False	False
MK903279.1	frozenset({'2002_mono', '212_pair', '1_clan, 6_clan, 9_clan', '73_clan', '412_pair', '33_clan', '15_clan', '21_clan', '171_clan', '63_clan'})	False	True	False	True	False	False	False	False	False	True	True
MK903280.1	frozenset({'3_clan', '169_clan', '1_clan, 6_clan, 9_clan', '2297_mono', '1124_mono', '26_clan', '398_pair'})	False	False	False	False	False	False	False	False	False	False	False
MK903281.1	frozenset({'411_pair', '1058_mono', '2810_mono', '13_clan', '580_mono', '1_clan, 6_clan, 9_clan', '73_clan', '15_clan', '538_mono', '97_clan', '21_clan', '25_clan', '63_clan'})	False	False	False	True	False	False	False	False	False	False	True
MK903728.1	frozenset({'1_clan, 6_clan, 9_clan', '33_clan', '18_clan', '15_clan', '4_clan, 8_clan'})	False	True	False	True	False	False	False	False	False	True	True
MK962628.1	frozenset({'14_clan', '95_clan', '117_clan', '1_clan, 6_clan, 9_clan', '30_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK962638.1	frozenset({'14_clan', '95_clan', '560_mono', '117_clan', '1_clan, 6_clan, 9_clan', '30_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK962640.1	frozenset({'5_clan', '1_clan, 6_clan, 9_clan', '30_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MK984681.1	frozenset({'684_mono', '1740_mono', '1096_mono', '215_pair', '1_clan, 6_clan, 9_clan', '2517_mono', '2269_mono', '1394_mono', '2_clan', '2015_mono', '1537_mono'})	False	False	False	False	False	False	False	False	False	False	False
MN013074.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '15_clan', '79_clan', '179_clan', '2469_mono', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
MN013082.1	frozenset({'1330_mono', '22_clan, 25_clan, 52_clan', '8_clan', '1395_mono', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '2093_mono'})	True	False	True	True	False	False	False	False	False	True	True
MN013085.1	frozenset({'22_clan, 25_clan, 52_clan', '8_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '2093_mono'})	True	False	True	True	False	False	False	False	False	True	True
MN026740.1	frozenset({'outlier: 48_clan', '20_clan', '31_clan', '1_clan, 6_clan, 9_clan', '33_clan', '179_clan', '4_clan, 8_clan'})	False	True	False	False	True	False	False	True	False	True	True
MN061582.1	frozenset({'1351_mono', '17_clan', '14_clan', '1_clan, 6_clan, 9_clan', '558_mono', '19_clan', '5_clan', '38_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MN067430.1	frozenset({'1_clan, 6_clan, 9_clan', '875_mono', '33_clan', '15_clan', '21_clan', '171_clan', '63_clan'})	False	True	False	True	False	False	False	False	False	True	True
MN080711.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '94_clan', '15_clan', '179_clan', '4_clan, 8_clan'})	True	False	False	True	False	True	False	False	False	True	True
MN098329.1	frozenset({'20_clan', '1_clan, 6_clan, 9_clan', '33_clan', '179_clan', '4_clan, 8_clan', '31_clan, 48_clan'})	False	True	False	False	True	False	False	False	False	True	True
MN101216.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '18_clan', '79_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
MN101217.1	frozenset({'5_clan', '14_clan', '95_clan', '12_clan', '122_clan', '136_clan', '1_clan, 6_clan, 9_clan', '46_clan', '1737_mono', '82_clan', '103_clan', '93_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MN101218.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '18_clan', '79_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	True	False	False	True	True
MN101220.1	frozenset({'5_clan', '14_clan', '95_clan', '12_clan', '122_clan', '136_clan', '746_mono', '46_clan', '1_clan, 6_clan, 9_clan', '1737_mono', 'outlier: 5_clan', '82_clan', '103_clan', '93_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MN101227.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
MN116494.1	frozenset({'1327_mono', '93_clan', '3_clan', '17_clan', '14_clan', '88_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '103_clan', '5_clan', '1911_mono', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
MN149903.1	frozenset({'22_clan, 25_clan, 52_clan', '1_clan, 6_clan, 9_clan', '18_clan', '15_clan', '1436_mono', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
MN149904.1	frozenset({'22_clan, 25_clan, 52_clan', '14_clan', '1_clan, 6_clan, 9_clan', '15_clan', '2772_mono', '179_clan', '4_clan, 8_clan'})	True	False	False	True	False	False	False	False	False	True	True
MN176572.1	frozenset({'93_clan', '14_clan', '12_clan', '122_clan', '1_clan, 6_clan, 9_clan', '46_clan', '80_clan', '19_clan', '5_clan', '103_clan', '82_clan', '10_clan'})	False	False	False	False	False	False	False	False	False	False	False
